customer_id,customer_type,method,rank,product_id,product_name,producer_id,score,reason_codes,reason_text
C000012,community_group,user_frequency,3,P000139,Farmhouse Halloumi,PR000010,0.88,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000013,young_professional,user_frequency,1,P000114,Chestnut Mushrooms,PR000009,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000013,young_professional,user_frequency,2,P000116,Oat and Honey Tin Loaf,PR000011,0.666667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000013,young_professional,user_frequency,3,P000126,Mixed Salad Leaves,PR000009,0.333333,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000014,family,user_frequency,1,P000120,Golden Beetroot,PR000003,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000014,family,user_frequency,2,P000110,Stoneground Flatbreads,PR000005,0.777778,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000014,family,user_frequency,3,P000098,Rosemary Focaccia Slab,PR000005,0.666667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000015,community_group,user_frequency,1,P000096,New Season Potatoes,PR000003,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000015,community_group,user_frequency,2,P000125,Bristol Orchard Apple Juice,PR000008,0.692308,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000015,community_group,user_frequency,3,P000092,Seeded Wholemeal Rolls,PR000011,0.692308,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000016,restaurant,user_frequency,1,P000085,Grass-Fed Whole Milk,PR000004,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000016,restaurant,user_frequency,2,P000088,Wye Valley Asparagus Bunch,PR000007,0.818182,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000016,restaurant,user_frequency,3,P000098,Rosemary Focaccia Slab,PR000005,0.636364,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000017,community_group,user_frequency,1,P000102,Curly Green Kale,PR000009,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000017,community_group,user_frequency,2,P000092,Seeded Wholemeal Rolls,PR000011,0.928571,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000017,community_group,user_frequency,3,P000091,Live Natural Yoghurt,PR000010,0.857143,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000018,family,user_frequency,1,P000096,New Season Potatoes,PR000003,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000018,family,user_frequency,2,P000102,Curly Green Kale,PR000009,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000018,family,user_frequency,3,P000104,Morning Breakfast Buns,PR000011,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000020,community_group,user_frequency,1,P000096,New Season Potatoes,PR000003,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000020,community_group,user_frequency,2,P000117,Red Onion Marmalade,PR000012,0.826087,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000020,community_group,user_frequency,3,P000085,Grass-Fed Whole Milk,PR000004,0.695652,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000021,restaurant,user_frequency,1,P000124,Early Season Pea Shoots,PR000007,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000021,restaurant,user_frequency,2,P000137,Red Gooseberries,PR000008,0.789474,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000021,restaurant,user_frequency,3,P000094,Wild Garlic Leaves,PR000013,0.789474,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000022,community_group,user_frequency,1,P000130,Nettle and Spinach Soup Mix,PR000013,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000022,community_group,user_frequency,2,P000096,New Season Potatoes,PR000003,0.869565,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000022,community_group,user_frequency,3,P000097,Aged Farmhouse Cheddar,PR000004,0.73913,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000024,family,user_frequency,1,P000126,Mixed Salad Leaves,PR000009,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000024,family,user_frequency,2,P000089,Conference Pears,PR000008,0.6,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000024,family,user_frequency,3,P000096,New Season Potatoes,PR000003,0.5,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000026,restaurant,user_frequency,1,P000122,Rye and Caraway Boule,PR000005,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000026,restaurant,user_frequency,2,P000132,Leek and Onion Box,PR000003,0.961538,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000026,restaurant,user_frequency,3,P000115,Pouring Cream,PR000010,0.846154,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000027,community_group,user_frequency,1,P000091,Live Natural Yoghurt,PR000010,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000027,community_group,user_frequency,2,P000113,Autumn Raspberries,PR000008,0.913043,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000027,community_group,user_frequency,3,P000136,Baby Turnips with Greens,PR000007,0.608696,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000028,family,user_frequency,1,P000125,Bristol Orchard Apple Juice,PR000008,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000028,family,user_frequency,2,P000132,Leek and Onion Box,PR000003,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000028,family,user_frequency,3,P000091,Live Natural Yoghurt,PR000010,0.333333,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000030,community_group,user_frequency,1,P000119,Blackcurrant Punnets,PR000002,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000030,community_group,user_frequency,2,P000127,Smoked Farmhouse Cheese,PR000010,0.8,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000030,community_group,user_frequency,3,P000101,Forced Rhubarb Stems,PR000008,0.733333,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000031,restaurant,user_frequency,1,P000094,Wild Garlic Leaves,PR000013,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000031,restaurant,user_frequency,2,P000136,Baby Turnips with Greens,PR000007,0.933333,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000031,restaurant,user_frequency,3,P000134,Olive and Herb Ciabatta,PR000005,0.666667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000032,community_group,user_frequency,1,P000129,Runner Bean Piccalilli,PR000012,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000032,community_group,user_frequency,2,P000109,Salted Farm Butter,PR000004,0.612903,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000032,community_group,user_frequency,3,P000092,Seeded Wholemeal Rolls,PR000011,0.548387,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000033,young_professional,user_frequency,1,P000131,Damson Plums,PR000002,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000033,young_professional,user_frequency,2,P000084,Heritage Rainbow Carrots,PR000003,0.5,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000033,young_professional,user_frequency,3,P000119,Blackcurrant Punnets,PR000002,0.5,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000034,family,user_frequency,1,P000099,Pickled Beetroot Slices,PR000006,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000034,family,user_frequency,2,P000134,Olive and Herb Ciabatta,PR000005,0.545455,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000034,family,user_frequency,3,P000103,Soft Goat Cheese,PR000010,0.454545,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000037,community_group,user_frequency,1,P000102,Curly Green Kale,PR000009,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000037,community_group,user_frequency,2,P000132,Leek and Onion Box,PR000003,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000037,community_group,user_frequency,3,P000096,New Season Potatoes,PR000003,0.916667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000038,family,user_frequency,1,P000119,Blackcurrant Punnets,PR000002,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000038,family,user_frequency,2,P000116,Oat and Honey Tin Loaf,PR000011,0.666667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000038,family,user_frequency,3,P000083,Somerset Discovery Apples,PR000002,0.333333,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000041,restaurant,user_frequency,1,P000084,Heritage Rainbow Carrots,PR000003,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000041,restaurant,user_frequency,2,P000088,Wye Valley Asparagus Bunch,PR000007,0.944444,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000041,restaurant,user_frequency,3,P000097,Aged Farmhouse Cheddar,PR000004,0.944444,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000042,community_group,user_frequency,1,P000137,Red Gooseberries,PR000008,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000042,community_group,user_frequency,2,P000133,Buttermilk,PR000004,0.740741,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000042,community_group,user_frequency,3,P000097,Aged Farmhouse Cheddar,PR000004,0.518519,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000043,young_professional,user_frequency,1,P000087,Bramley Apple Chutney,PR000006,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000043,young_professional,user_frequency,2,P000098,Rosemary Focaccia Slab,PR000005,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000043,young_professional,user_frequency,3,P000134,Olive and Herb Ciabatta,PR000005,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000045,community_group,user_frequency,1,P000093,Strawberry and Rhubarb Jam,PR000012,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000045,community_group,user_frequency,2,P000130,Nettle and Spinach Soup Mix,PR000013,0.875,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000045,community_group,user_frequency,3,P000095,Midsummer Strawberries,PR000002,0.833333,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000046,restaurant,user_frequency,1,P000132,Leek and Onion Box,PR000003,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000046,restaurant,user_frequency,2,P000108,Baby Spinach Leaves,PR000003,0.75,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000046,restaurant,user_frequency,3,P000116,Oat and Honey Tin Loaf,PR000011,0.535714,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000047,community_group,user_frequency,1,P000098,Rosemary Focaccia Slab,PR000005,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000047,community_group,user_frequency,2,P000125,Bristol Orchard Apple Juice,PR000008,0.88,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000047,community_group,user_frequency,3,P000111,Pear and Ginger Preserve,PR000006,0.64,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000048,family,user_frequency,1,P000101,Forced Rhubarb Stems,PR000008,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000048,family,user_frequency,2,P000115,Pouring Cream,PR000010,0.8,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000048,family,user_frequency,3,P000104,Morning Breakfast Buns,PR000011,0.6,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000049,young_professional,user_frequency,1,P000119,Blackcurrant Punnets,PR000002,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000049,young_professional,user_frequency,2,P000142,Fresh Horseradish Root,PR000013,0.714286,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000049,young_professional,user_frequency,3,P000123,Gooseberry Compote,PR000006,0.571429,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000052,community_group,user_frequency,1,P000097,Aged Farmhouse Cheddar,PR000004,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000052,community_group,user_frequency,2,P000126,Mixed Salad Leaves,PR000009,0.75,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000052,community_group,user_frequency,3,P000091,Live Natural Yoghurt,PR000010,0.666667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000053,young_professional,user_frequency,1,P000095,Midsummer Strawberries,PR000002,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000053,young_professional,user_frequency,2,P000122,Rye and Caraway Boule,PR000005,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000053,young_professional,user_frequency,3,P000115,Pouring Cream,PR000010,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000054,family,user_frequency,1,P000090,Vine-Ripened Salad Tomatoes,PR000009,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000054,family,user_frequency,2,P000096,New Season Potatoes,PR000003,0.888889,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000054,family,user_frequency,3,P000093,Strawberry and Rhubarb Jam,PR000012,0.666667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000055,community_group,user_frequency,1,P000117,Red Onion Marmalade,PR000012,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000055,community_group,user_frequency,2,P000112,Fresh Heritage Beans,PR000007,0.619048,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000055,community_group,user_frequency,3,P000103,Soft Goat Cheese,PR000010,0.571429,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000056,restaurant,user_frequency,1,P000094,Wild Garlic Leaves,PR000013,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000056,restaurant,user_frequency,2,P000140,Apple and Oat Traybake,PR000011,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000056,restaurant,user_frequency,3,P000110,Stoneground Flatbreads,PR000005,0.761905,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000059,young_professional,user_frequency,1,P000103,Soft Goat Cheese,PR000010,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000059,young_professional,user_frequency,2,P000126,Mixed Salad Leaves,PR000009,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000059,young_professional,user_frequency,3,P000133,Buttermilk,PR000004,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000061,restaurant,user_frequency,1,P000103,Soft Goat Cheese,PR000010,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000061,restaurant,user_frequency,2,P000126,Mixed Salad Leaves,PR000009,0.8,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000061,restaurant,user_frequency,3,P000110,Stoneground Flatbreads,PR000005,0.72,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000062,community_group,user_frequency,1,P000103,Soft Goat Cheese,PR000010,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000062,community_group,user_frequency,2,P000128,Multiseed Bagels,PR000011,0.538462,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000062,community_group,user_frequency,3,P000125,Bristol Orchard Apple Juice,PR000008,0.538462,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000064,family,user_frequency,1,P000133,Buttermilk,PR000004,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000064,family,user_frequency,2,P000127,Smoked Farmhouse Cheese,PR000010,0.5,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000064,family,user_frequency,3,P000109,Salted Farm Butter,PR000004,0.5,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000066,restaurant,user_frequency,1,P000112,Fresh Heritage Beans,PR000007,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000066,restaurant,user_frequency,2,P000111,Pear and Ginger Preserve,PR000006,0.933333,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000066,restaurant,user_frequency,3,P000140,Apple and Oat Traybake,PR000011,0.933333,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000067,community_group,user_frequency,1,P000115,Pouring Cream,PR000010,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000067,community_group,user_frequency,2,P000132,Leek and Onion Box,PR000003,0.935484,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000067,community_group,user_frequency,3,P000109,Salted Farm Butter,PR000004,0.774194,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000068,family,user_frequency,1,P000102,Curly Green Kale,PR000009,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000068,family,user_frequency,2,P000122,Rye and Caraway Boule,PR000005,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000068,family,user_frequency,3,P000119,Blackcurrant Punnets,PR000002,0.666667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000069,young_professional,user_frequency,1,P000097,Aged Farmhouse Cheddar,PR000004,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000069,young_professional,user_frequency,2,P000114,Chestnut Mushrooms,PR000009,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000069,young_professional,user_frequency,3,P000108,Baby Spinach Leaves,PR000003,0.8,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000071,restaurant,user_frequency,1,P000121,Kefir Drinking Yoghurt,PR000004,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000071,restaurant,user_frequency,2,P000118,New Season Broad Beans,PR000013,0.84375,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000071,restaurant,user_frequency,3,P000130,Nettle and Spinach Soup Mix,PR000013,0.78125,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000072,community_group,user_frequency,1,P000104,Morning Breakfast Buns,PR000011,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000072,community_group,user_frequency,2,P000091,Live Natural Yoghurt,PR000010,0.538462,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000072,community_group,user_frequency,3,P000125,Bristol Orchard Apple Juice,PR000008,0.538462,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000074,family,user_frequency,1,P000103,Soft Goat Cheese,PR000010,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000074,family,user_frequency,2,P000140,Apple and Oat Traybake,PR000011,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000074,family,user_frequency,3,P000110,Stoneground Flatbreads,PR000005,0.777778,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000075,community_group,user_frequency,1,P000124,Early Season Pea Shoots,PR000007,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000075,community_group,user_frequency,2,P000084,Heritage Rainbow Carrots,PR000003,0.9,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000075,community_group,user_frequency,3,P000095,Midsummer Strawberries,PR000002,0.7,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000076,restaurant,user_frequency,1,P000097,Aged Farmhouse Cheddar,PR000004,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000076,restaurant,user_frequency,2,P000138,Romanesco Cauliflower,PR000009,0.894737,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000076,restaurant,user_frequency,3,P000107,Victoria Plums,PR000002,0.789474,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000077,community_group,user_frequency,1,P000133,Buttermilk,PR000004,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000077,community_group,user_frequency,2,P000107,Victoria Plums,PR000002,0.666667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000077,community_group,user_frequency,3,P000134,Olive and Herb Ciabatta,PR000005,0.555556,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000078,family,user_frequency,1,P000135,Spiced Pumpkin Preserve,PR000006,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000078,family,user_frequency,2,P000137,Red Gooseberries,PR000008,0.6,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000078,family,user_frequency,3,P000110,Stoneground Flatbreads,PR000005,0.6,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000079,young_professional,user_frequency,1,P000097,Aged Farmhouse Cheddar,PR000004,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000079,young_professional,user_frequency,2,P000139,Farmhouse Halloumi,PR000010,0.833333,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000079,young_professional,user_frequency,3,P000104,Morning Breakfast Buns,PR000011,0.833333,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000080,community_group,user_frequency,1,P000138,Romanesco Cauliflower,PR000009,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000080,community_group,user_frequency,2,P000133,Buttermilk,PR000004,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000080,community_group,user_frequency,3,P000131,Damson Plums,PR000002,0.916667,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000082,community_group,user_frequency,1,P000108,Baby Spinach Leaves,PR000003,1.0,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000082,community_group,user_frequency,2,P000111,Pear and Ginger Preserve,PR000006,0.92,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000082,community_group,user_frequency,3,P000086,Slow-Fermented Sourdough Loaf,PR000005,0.76,frequently_ordered_by_customer,Recommended because it is ordered repeatedly by this customer.
C000003,young_professional,frequency_recency,1,P000113,Autumn Raspberries,PR000008,0.801946,frequently_ordered_by_customer|ordered_recently|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, ordered recently by this customer, common for this customer segment, currently in season."
C000003,young_professional,frequency_recency,2,P000104,Morning Breakfast Buns,PR000011,0.699923,frequently_ordered_by_customer|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, common for this customer segment, currently in season."
C000003,young_professional,frequency_recency,3,P000137,Red Gooseberries,PR000008,0.501523,frequently_ordered_by_customer|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, common for this customer segment, currently in season."
C000005,community_group,frequency_recency,1,P000102,Curly Green Kale,PR000009,0.780272,frequently_ordered_by_customer|ordered_recently|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, ordered recently by this customer, common for this customer segment, currently in season."
C000005,community_group,frequency_recency,2,P000095,Midsummer Strawberries,PR000002,0.753652,frequently_ordered_by_customer|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, common for this customer segment, currently in season."
C000005,community_group,frequency_recency,3,P000120,Golden Beetroot,PR000003,0.688605,frequently_ordered_by_customer|ordered_recently|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, ordered recently by this customer, common for this customer segment, currently in season."
C000006,restaurant,frequency_recency,1,P000140,Apple and Oat Traybake,PR000011,0.809074,frequently_ordered_by_customer|ordered_recently|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, ordered recently by this customer, common for this customer segment, currently in season."
C000006,restaurant,frequency_recency,2,P000092,Seeded Wholemeal Rolls,PR000011,0.700578,frequently_ordered_by_customer|ordered_recently|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, ordered recently by this customer, common for this customer segment, currently in season."
C000006,restaurant,frequency_recency,3,P000108,Baby Spinach Leaves,PR000003,0.673732,frequently_ordered_by_customer|ordered_recently|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, ordered recently by this customer, common for this customer segment, currently in season."
C000007,community_group,frequency_recency,1,P000140,Apple and Oat Traybake,PR000011,0.779446,frequently_ordered_by_customer|ordered_recently|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, ordered recently by this customer, common for this customer segment, currently in season."
C000007,community_group,frequency_recency,2,P000117,Red Onion Marmalade,PR000012,0.776017,frequently_ordered_by_customer|ordered_recently|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, ordered recently by this customer, common for this customer segment, currently in season."
C000007,community_group,frequency_recency,3,P000137,Red Gooseberries,PR000008,0.589747,frequently_ordered_by_customer|ordered_recently|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, ordered recently by this customer, common for this customer segment, currently in season."
C000008,family,frequency_recency,1,P000115,Pouring Cream,PR000010,0.702195,frequently_ordered_by_customer|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, common for this customer segment, currently in season."
C000008,family,frequency_recency,2,P000092,Seeded Wholemeal Rolls,PR000011,0.604063,frequently_ordered_by_customer|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, common for this customer segment, currently in season."
C000008,family,frequency_recency,3,P000132,Leek and Onion Box,PR000003,0.541215,frequently_ordered_by_customer|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, common for this customer segment, currently in season."
C000009,young_professional,frequency_recency,1,P000133,Buttermilk,PR000004,0.791787,frequently_ordered_by_customer|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, common for this customer segment, currently in season."
C000009,young_professional,frequency_recency,2,P000090,Vine-Ripened Salad Tomatoes,PR000009,0.639445,frequently_ordered_by_customer|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, common for this customer segment, currently in season."
C000009,young_professional,frequency_recency,3,P000102,Curly Green Kale,PR000009,0.583458,frequently_ordered_by_customer|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, common for this customer segment, currently in season."
C000010,community_group,frequency_recency,1,P000101,Forced Rhubarb Stems,PR000008,0.828275,frequently_ordered_by_customer|ordered_recently|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, ordered recently by this customer, common for this customer segment, currently in season."
C000010,community_group,frequency_recency,2,P000120,Golden Beetroot,PR000003,0.747701,frequently_ordered_by_customer|ordered_recently|common_for_customer_type|seasonally_available,"Recommended because it is ordered repeatedly by this customer, ordered recently by this customer, common for this customer segment, currently in season."
